id,trust
5867,0
8604,-1
31518,0
39671,0
36615,-1
42459,-1
19124,1
41299,0
15064,0
15253,0
25921,0
7201,1
13354,1
9618,1
20203,1
8203,0
30677,1
43262,0
23237,1
16452,-1
19273,-1
12305,1
2378,1
17205,0
27320,1
43958,0
26271,-1
34497,0
24656,1
4464,1
6642,0
5420,1
6258,1
3199,1
29556,0
24812,0
18576,1
25492,1
33034,0
18807,1
30822,1
41454,0
24081,1
2433,0
43171,0
4021,1
32698,1
5695,0
40835,0
570,1
41172,0
32801,0
30405,1
42684,0
698,0
32354,0
34061,-1
10311,0
26333,0
20138,0
38782,0
4568,0
39640,0
42900,0
3332,0
30644,-1
33601,0
25395,0
8029,1
6939,0
9996,0
12877,-1
44201,0
4984,1
39725,0
25874,1
13865,1
9616,0
25212,1
12709,0
31198,-1
5828,1
32800,0
6151,-1
40538,0
20069,1
18759,1
26606,0
6839,0
25872,1
37921,0
43859,0
16945,0
19179,1
24580,1
42882,0
39533,1
26839,1
39253,0
24584,0
24821,1
32367,0
12406,1
41209,-1
37207,0
26182,0
1672,1
10133,0
31609,0
42913,0
35040,0
28067,0
38749,0
171,1
27545,1
35576,0
8902,0
2474,1
23363,0
1724,1
6056,1
4745,1
43546,0
42354,0
4926,-1
40632,0
28187,1
40984,0
43651,0
34813,0
10141,0
31033,0
26173,1
7056,-1
2482,0
21690,0
17184,-1
34302,0
14539,-1
9500,0
13636,0
32145,0
27063,1
14876,1
4519,1
24031,0
33212,0
31216,0
6428,0
16840,1
6966,0
40586,0
5331,-1
38795,0
37956,0
4510,1
9217,1
27950,1
1953,0
2029,-1
36064,0
13861,1
30694,1
18775,1
20727,1
30035,-1
37613,0
1575,0
13143,1
11242,0
23158,0
4687,0
2175,1
9478,0
44016,0
29089,0
12422,0
213,1
39578,0
5806,0
41511,0
31984,0
16459,0
44508,0
29133,0
6768,1
4663,0
9208,0
32602,0
20188,1
26460,1
9530,1
32917,0
38213,0
16902,1
32664,0
26816,0
24042,0
24638,0
43878,0
20055,1
38942,0
24596,0
29168,0
26858,0
13140,1
9650,-1
14112,1
20438,0
8246,0
14205,0
30339,0
25316,1
35498,0
8391,1
24463,1
5954,1
23624,0
7245,0
39928,0
29867,1
6245,0
19127,1
6170,-1
39918,0
26247,0
36631,0
9181,0
27534,0
12114,1
6853,0
2488,1
38124,0
14599,1
29340,0
30977,0
4037,1
23297,0
6070,0
27226,1
37595,0
12250,0
13238,1
20731,0
20004,1
35484,0
21359,0
25750,-1
5784,1
43032,0
5858,1
18685,0
33136,0
27769,1
4456,1
23273,0
1468,1
28936,1
43039,0
15134,0
585,0
6387,1
16698,1
25281,-1
20493,0
18323,1
26536,0
609,-1
14208,1
37214,0
5992,1
12388,1
29337,0
27121,1
36438,0
1598,1
11717,0
43166,0
6341,0
24296,1
10586,1
30589,0
5037,1
43889,0
34065,0
17015,0
29156,0
43921,0
10094,0
23390,1
34790,0
5285,1
1549,1
10297,1
40837,0
19004,0
44513,0
2988,0
30972,0
16636,0
21832,0
31819,0
14744,1
12378,1
11937,1
43265,0
4783,0
4086,0
4944,0
3316,0
13507,0
33074,-1
8433,0
8308,1
28184,0
41766,0
5313,-1
13680,0
42892,0
10089,1
23932,0
41896,-1
42071,0
2500,0
10830,1
14711,0
25698,0
29087,-1
8510,0
22688,1
29955,1
36612,1
24960,-1
33530,0
695,1
20281,1
6193,1
14869,0
37104,0
8350,0
13827,1
24517,0
21573,0
8864,0
43650,0
13505,0
14765,0
38256,0
8786,1
37827,0
43987,0
9289,1
41350,1
14494,1
40196,0
40899,0
31455,1
43149,0
4833,0
13184,0
32368,0
13117,1
8051,0
14998,-1
22944,0
5435,0
2177,1
35124,1
18656,0
32574,1
5503,0
1462,0
37767,0
44410,0
20090,0
36410,0
30681,1
12028,1
10545,-1
24593,1
29527,1
31056,0
42075,1
26891,1
42457,0
25401,1
395,1
34433,0
43926,0
33275,-1
27512,1
43805,0
20252,1
2436,0
13625,0
6995,0
43583,0
39802,0
24710,0
8188,1
27149,0
25498,0
13437,1
15555,1
18946,0
35515,1
35490,0
28862,0
6858,-1
26484,0
39752,0
20068,1
36589,0
25643,1
5996,0
29443,1
37466,0
37405,0
2123,1
19032,0
34211,0
11566,1
30017,-1
12377,1
13119,0
26734,0
29852,-1
31266,0
37755,-1
5586,0
27254,0
10583,1
29967,-1
30507,0
29614,1
6055,1
43391,0
1824,0
14458,0
42692,-1
41411,0
38903,1
610,1
6298,1
19228,1
44663,0
3941,1
2366,1
35639,0
28111,1
41397,0
93,1
18865,1
36075,0
38306,0
34310,0
29735,-1
30165,0
42728,-1
5633,0
16226,1
4216,0
4522,0
36111,-1
27596,0
1733,-1
12536,1
1642,0
32631,0
12029,1
31285,1
25448,1
40812,0
29425,1
14545,-1
4445,0
34557,0
37016,0
33067,0
12127,1
20595,0
33437,0
6249,0
33675,0
18231,1
7251,1
9348,1
37289,0
9015,0
37424,0
31573,-1
43887,0
13502,0
4411,1
3143,0
3077,1
37758,0
38834,0
35583,0
10628,-1
31255,1
36420,0
341,1
26993,1
27799,1
41413,-1
41492,0
37254,0
31935,0
43283,1
7128,1
32786,0
38931,-1
13660,1
43172,0
16921,0
27953,1
29884,0
29721,1
32322,0
2327,1
43892,0
10839,0
9452,1
23174,1
10295,-1
16316,0
38061,0
44705,0
3187,1
16441,-1
27075,1
25819,1
27290,0
40049,0
5055,0
32268,0
42927,0
4176,1
26909,1
40304,0
37638,0
9540,0
43699,0
29893,0
33416,0
36015,0
36915,0
8064,0
18347,0
6449,0
14670,1
27370,0
30103,0
30754,1
3816,0
2990,1
18690,1
12993,1
19271,0
6116,1
4149,0
29741,0
5831,1
26287,0
34465,0
29270,0
69,-1
25536,1
23981,1
12246,1
37347,0
43007,0
1781,1
17719,1
32080,1
43670,-1
16910,1
44369,0
43188,0
5738,1
21395,0
25378,1
28912,1
25310,1
25497,0
3572,1
31147,1
39477,0
9858,-1
27626,0
27643,0
591,0
20050,0
10785,-1
38090,0
34554,-1
25277,0
29466,1
11595,1
12777,0
33105,0
14453,0
6715,0
27661,1
28077,1
17097,1
35641,0
42137,0
17318,-1
28166,0
41585,0
11820,0
32487,0
10797,-1
30530,-1
30736,0
6590,0
31832,0
30416,0
41120,0
17001,-1
37984,-1
13256,1
5513,0
33103,0
33614,0
41607,0
36607,0
4749,1
19163,1
20734,1
20202,0
795,1
37966,0
42973,0
29602,1
27490,1
39402,0
40113,0
36867,-1
37606,0
2935,1
13430,1
22124,1
17986,0
29909,0
43270,0
7109,1
37831,0
15023,0
12277,1
26362,1
36917,0
6828,0
8793,0
37512,-1
22633,1
12393,1
38364,0
4585,0
17666,0
27103,1
1685,1
4493,0
37108,0
19125,1
40192,0
15140,0
11814,-1
6652,1
17856,0
33887,0
40226,0
18358,0
36978,0
9678,1
27158,1
9801,0
18847,0
5601,1
9269,0
6243,1
19386,1
10737,1
22056,0
43083,0
23185,1
18790,1
21794,0
10630,0
21646,0
7093,1
37438,0
4264,1
2522,1
26015,0
4504,1
9376,0
12959,1
29958,-1
43574,0
15363,1
12915,-1
27164,0
29723,1
27081,1
2531,-1
14901,1
4917,0
38284,0
7130,1
10375,1
44614,0
32201,1
7024,0
16216,1
37841,0
6423,0
37446,0
4655,0
32899,1
40532,0
14320,1
24394,0
8035,0
468,1
32102,1
19014,1
30994,1
7086,0
18952,1
23697,0
21883,0
29290,1
31523,1
10616,0
5945,1
28808,0
14778,0
25372,0
20537,0
32993,0
17663,0
21486,0
7131,0
19373,1
9853,1
10735,0
24802,1
4206,0
31880,1
34050,0
39006,0
9463,1
2547,0
18727,1
8624,0
14318,0
8626,-1
13963,0
18610,1
33459,0
13378,1
17407,1
8581,0
16518,-1
22141,0
9672,0
33584,0
36499,0
37684,0
23264,0
39221,0
33919,0
4489,0
5088,0
14243,0
10705,0
33158,1
16816,1
32782,1
2017,0
25009,-1
11761,1
27974,1
4520,1
19381,-1
43385,0
8531,1
38300,0
5381,0
32883,0
25427,0
44067,0
6903,1
16704,0
30125,0
1731,1
32787,0
27312,0
6614,1
25549,0
17014,1
43021,0
25926,1
36873,0
37614,0
16519,-1
18709,1
26513,0
36022,0
19187,0
14783,1
13153,1
16470,0
30510,1
43818,0
34698,0
40027,0
30150,1
41759,0
9587,1
10334,0
43136,0
6484,0
16350,0
142,1
43636,0
36080,0
6066,1
5931,1
18469,1
8733,0
32909,0
28074,0
14330,1
38770,1
25987,1
33372,0
16213,1
33025,0
10241,0
34845,1
27787,0
26153,1
38411,0
14619,0
39862,0
43888,0
27193,0
11688,1
6012,1
8565,0
18442,1
34454,0
5571,0
39765,0
37050,0
14085,1
9456,0
4012,0
7893,1
4767,0
43505,1
36341,-1
37086,1
32406,0
1547,1
31657,0
22704,1
9991,1
18992,-1
5774,-1
25972,0
39932,0
29146,0
30377,0
3925,0
36052,0
26464,1
13486,0
38074,-1
23138,0
36048,0
33282,0
38630,1
37672,0
6925,0
13941,1
2340,1
22737,-1
26442,0
14070,0
29966,0
20652,0
10783,1
12602,0
22741,0
25388,0
34155,0
40606,1
8359,0
19012,1
33272,0
43442,0
18660,0
25764,1
13778,1
4717,0
29203,0
30170,-1
33963,0
42887,0
32235,0
11626,1
9620,1
27758,0
31451,0
29240,-1
15528,-1
31500,0
32358,0
13399,1
15378,1
31209,0
30147,0
8070,1
23613,-1
43026,0
39794,0
2361,-1
20423,1
41178,0
15254,1
24140,1
458,0
44571,0
22665,0
30094,-1
16383,-1
31504,0
35512,0
8189,0
31167,0
32740,1
2475,1
17058,1
30629,1
10733,0
19209,0
5529,0
8266,1
14912,0
38280,0
18927,1
35457,0
4603,-1
38865,0
18872,0
6218,1
31185,0
4881,0
18568,0
5829,1
28694,1
1752,1
38836,0
13650,0
16675,1
1962,1
26121,0
39959,-1
33872,0
4632,0
38076,0
43431,0
16815,1
43424,0
11972,0
14244,0
5168,-1
21732,0
8400,0
15051,1
17814,0
42513,0
17254,-1
17177,1
32669,0
25503,1
26203,0
14319,1
16995,1
4530,0
33503,0
42255,1
2239,1
39940,0
5278,0
12166,0
44442,0
11756,0
30262,1
32100,0
13019,1
10531,-1
36322,0
641,1
43165,0
37640,0
38157,0
14132,0
28993,1
22077,0
27228,1
5322,1
2748,1
27521,0
35855,0
7571,0
26793,1
28994,1
18108,0
31689,1
5803,0
44574,0
507,1
36775,0
9405,-1
32304,0
25843,0
37470,0
16464,-1
33006,0
4807,1
36958,0
43964,1
43019,0
9797,1
38493,0
17894,0
40858,0
17188,0
6277,1
9778,1
36061,0
14079,1
33450,0
26739,1
2682,0
16755,0
13448,0
31335,1
16656,1
25527,0
12349,0
16243,0
33232,0
19077,1
4488,0
12077,0
2005,1
7073,1
29,1
30156,0
31152,0
25352,0
3959,0
41662,0
37419,0
1826,1
37018,0
10339,0
38666,0
18756,0
1515,0
30079,1
37184,0
20037,1
29392,-1
24121,1
25710,0
10404,0
32185,0
2549,1
26413,0
25601,1
28955,-1
21802,-1
27212,1
17120,-1
26312,-1
12824,1
41219,0
11991,0
5772,0
32194,1
37619,0
41764,0
2112,1
24225,0
24256,1
10769,1
18896,1
34445,0
30023,0
35968,0
38551,0
43740,0
2394,1
35677,0
37538,0
40541,1
44592,0
27802,0
14060,0
193,0
9345,1
42845,0
16685,1
14837,0
27047,1
18964,1
19003,0
38568,0
10307,-1
99,0
37843,0
25545,1
6845,1
13,1
66,0
30743,0
36652,0
31192,0
27144,1
28802,1
30101,1
44595,0
39917,1
44625,0
37217,0
1495,0
42964,0
2754,0
10107,0
22958,0
26340,1
1458,1
31142,0
26596,1
31382,0
22743,1
24611,0
25566,1
32346,0
38096,0
30637,1
36123,1
13694,1
34035,0
8269,-1
27305,1
25079,1
38615,-1
1542,0
15821,-1
30196,1
8992,0
7114,0
13666,1
13617,0
41527,-1
26750,1
13412,1
13289,1
27179,1
30998,0
32016,0
21085,0
29299,0
8037,1
17602,-1
43689,0
23915,0
40398,0
27207,1
4555,1
37447,-1
580,0
6281,1
29535,0
13462,1
32931,0
25648,0
26610,0
9805,0
26386,0
37642,0
2684,0
33156,0
33929,0
309,1
18024,0
25895,1
13189,1
42518,-1
27377,1
16861,1
31559,1
12741,1
4600,1
27693,1
11775,1
25537,1
35492,1
19024,0
34156,0
35966,0
11608,1
21945,0
44482,0
12573,1
18156,0
13085,1
8386,1
29666,0
41982,0
42698,-1
4633,0
17554,0
39044,-1
1519,1
28061,0
13237,1
23283,1
32133,-1
32930,0
26329,1
9230,0
12057,1
32168,0
6166,1
21789,-1
29999,-1
21382,1
32182,0
34499,0
38793,1
42578,0
4018,1
13422,1
12918,1
13547,-1
20736,0
9461,0
5622,1
2424,0
35470,0
20522,0
38503,0
17068,1
12890,0
26342,1
29468,0
43645,0
9262,0
10299,0
26971,0
15193,1
10399,0
38734,0
19002,0
38668,0
5598,1
24063,1
36648,1
44028,-1
35623,0
4890,0
10636,-1
35534,0
26323,1
30991,0
27992,1
24559,1
14772,1
3843,-1
44477,0
30437,1
31762,0
3492,0
13798,1
25187,0
42408,0
26828,1
14688,1
23732,-1
41439,1
27495,0
44082,1
4544,0
44420,0
27242,1
30797,0
37075,0
27914,0
25343,-1
21709,-1
40739,0
42288,0
7014,1
25905,0
9368,1
18255,0
33912,0
31190,0
19037,1
10310,-1
38165,1
34230,0
37266,0
30512,0
11925,0
13428,1
7031,1
43138,0
13787,1
36409,0
2075,0
18714,0
34555,0
25415,0
4923,1
39828,0
8456,0
12735,1
37529,0
30098,0
9908,1
24843,-1
2651,0
17279,1
31161,1
38087,1
15411,0
42023,0
9215,-1
687,1
38009,0
36153,1
3770,1
19573,1
23754,1
12799,1
31493,0
8979,0
8102,1
27295,1
8695,0
35543,0
27008,1
27080,1
40950,0
43601,1
18401,1
6226,1
27999,1
10420,-1
10805,1
8928,0
38049,0
14948,0
16691,1
43787,0
9252,1
19350,0
25170,0
29088,1
44318,0
7986,1
13269,-1
4268,1
13979,0
36596,0
42776,0
29628,0
36508,0
2700,-1
16575,0
31786,0
23074,0
2451,-1
42547,-1
32296,0
36345,1
26309,0
4539,1
38619,0
12933,0
22135,0
34264,-1
34014,0
19079,0
37671,0
11,1
30394,0
25700,0
32625,0
30009,0
16895,1
32086,0
13982,0
27324,1
42582,0
26149,0
36608,0
444,1
30597,0
4945,0
44642,0
10048,1
29464,1
42355,0
3793,0
34063,0
21874,0
30291,-1
14306,-1
27684,1
8986,0
29120,0
34345,1
4771,1
44675,0
38725,0
763,1
26765,1
9809,0
14044,0
29266,1
37056,0
14582,0
27253,1
31189,-1
29100,1
14373,1
35166,0
28155,0
15175,1
40918,0
24676,0
31360,0
42628,0
25689,1
44411,0
37494,0
27273,1
39875,0
43776,0
29234,1
1837,1
21665,-1
30322,-1
27812,1
12322,1
11568,1
24673,0
9271,0
4078,1
35151,0
20376,1
36371,0
563,1
36278,0
20360,0
28136,0
8907,1
29750,1
14568,1
10642,1
9806,0
36191,0
17012,1
33512,0
14083,0
17978,1
44679,-1
36449,0
4265,1
6867,0
18733,0
20057,0
12641,1
5613,0
41588,0
20641,1
42182,0
19248,1
41414,0
37888,0
31574,0
24844,-1
27496,0
40171,0
41083,1
30233,-1
37422,0
37049,0
1590,0
35509,0
41830,-1
9300,1
42877,0
3022,0
9077,0
37430,1
24894,0
18823,1
26683,0
40624,-1
37492,0
30680,0
31244,0
20564,1
9561,0
13687,1
26308,0
25864,1
29633,1
43215,0
1620,1
20290,0
40153,-1
43282,0
21969,0
24749,-1
4367,0
30957,0
38592,0
42282,0
32163,0
18435,1
4447,-1
30847,1
405,1
28909,0
33398,0
29529,1
26855,-1
40087,0
9812,0
18736,0
29982,-1
4446,-1
31804,0
13144,1
32257,0
4090,1
18820,0
31537,0
10979,1
17840,1
6950,0
16731,1
10380,1
43195,0
19970,1
25812,0
8669,0
26789,0
34274,0
17612,1
12137,0
30280,0
7095,0
21768,0
33352,0
14327,1
2621,0
8529,0
27968,1
30001,0
13522,0
16141,1
2228,0
816,0
29508,1
43092,0
18791,1
18970,1
18539,1
19055,1
4223,0
41904,0
13654,0
4859,-1
27458,1
36121,0
29186,0
30652,1
12121,0
18979,1
36020,0
42852,0
29113,0
16694,1
27094,0
32049,0
19648,0
29589,-1
8946,0
48,1
23266,0
4437,1
27194,1
25546,1
8905,0
10766,0
30088,1
38497,1
10377,1
25396,1
28621,0
2217,1
30061,1
44038,-1
32898,1
16640,0
33712,0
23099,1
30980,0
14212,0
11393,0
27256,0
15542,1
40064,0
21703,1
41756,0
38315,0
10403,0
23907,1
7443,0
11945,0
6890,0
1555,0
10816,0
42539,-1
29476,1
40612,-1
36710,-1
42239,0
8973,0
20082,-1
37759,0
12787,0
13683,1
43521,1
19560,0
10670,1
41616,0
26620,1
37133,1
26743,1
41205,0
21921,0
37739,0
2070,0
25445,0
24658,0
29253,0
32319,0
32627,0
14096,1
35887,0
13531,0
31162,0
5629,0
39937,-1
28475,0
24052,0
11609,-1
25493,0
19363,1
9800,1
43204,0
35606,0
43855,0
42552,0
39808,0
14470,0
4164,1
8875,0
4207,1
2796,0
30348,0
42563,0
29385,0
33574,0
32483,0
21666,0
41601,0
17043,1
18751,-1
502,0
18457,0
34390,0
40119,0
38060,0
31298,-1
19150,0
5392,0
23413,0
27190,0
30610,1
38402,0
17379,1
35959,0
37098,0
14474,0
38182,0
29297,1
5952,1
28484,1
1930,1
29285,1
43049,0
27900,1
6289,0
31701,0
37495,-1
9064,0
1840,-1
40533,0
13331,0
17246,0
16625,0
13678,0
13427,0
32513,0
25375,0
30785,1
43536,0
31580,0
9336,0
6461,0
41305,0
13696,-1
22119,-1
34293,0
34597,0
25614,1
19746,0
2712,1
21804,0
28219,1
27024,0
6207,1
38207,0
33728,0
37510,0
2807,0
33456,0
37268,0
5228,0
27750,1
7940,1
40152,0
39625,0
391,1
8319,0
25834,0
28439,1
555,1
26194,1
31160,0
30730,0
9630,0
1473,1
27196,1
12177,1
1943,0
24621,-1
4529,0
33188,-1
40209,0
4527,0
14860,1
28158,1
31794,0
13031,0
42482,0
37587,0
36083,0
30679,1
29923,-1
11961,-1
26603,1
12530,-1
21018,0
18764,0
6323,0
32340,0
43720,0
31535,1
23537,1
27708,1
13352,0
36759,0
3410,-1
17987,-1
33185,0
25414,1
37408,0
9832,0
27412,1
30167,0
3124,0
8878,1
22836,0
8507,0
32252,0
27855,1
30058,1
32941,0
37201,-1
42040,0
4382,1
12435,1
27982,-1
14809,1
25191,1
3072,-1
5106,0
11801,0
5896,0
32027,0
2049,1
25237,0
36613,0
26253,1
31030,1
40303,0
2632,0
37410,0
32819,0
4754,-1
37121,0
39249,0
31479,0
18954,0
6863,-1
43260,0
5318,1
2380,1
19021,0
25461,1
29128,0
37394,0
17944,0
20016,1
32152,0
37120,0
9136,0
1809,0
24943,0
6779,1
43024,0
5811,1
13915,1
24762,1
17040,1
18968,1
2509,1
29496,1
36267,0
9205,0
15485,1
21698,0
16734,0
2697,-1
17206,1
43793,0
19726,0
5658,0
42308,0
17039,1
4426,1
33630,0
8290,0
29432,1
9579,0
30293,-1
29582,0
25221,0
42545,1
9051,0
19194,1
43099,0
24401,1
26507,0
4512,0
